iter	Accuracy	Logloss
880	0.9950785095	0.1509297312
881	0.9953128662	0.1506759294
882	0.9953128662	0.1504543105
883	0.9953128662	0.1502014795
884	0.9953128662	0.1499163786
885	0.9953128662	0.1497135338
886	0.9953128662	0.149512885
887	0.9953128662	0.1493193763
888	0.9953128662	0.1490973704
889	0.9950785095	0.148811735
890	0.9953128662	0.1486568057
891	0.9957815796	0.1484616119
892	0.9957815796	0.1482272678
893	0.9957815796	0.1479561251
894	0.9957815796	0.1478134377
895	0.9957815796	0.1476127747
896	0.9960159363	0.1474303854
897	0.9960159363	0.1472196589
898	0.9957815796	0.146993086
899	0.9955472229	0.1467722378
900	0.9957815796	0.1464923176
901	0.9960159363	0.1462739642
902	0.9957815796	0.1461079909
903	0.9960159363	0.1457674686
904	0.9957815796	0.1455622654
905	0.9955472229	0.1453695014
906	0.9955472229	0.1451891883
907	0.9960159363	0.1450180372
908	0.9960159363	0.1448254638
909	0.9960159363	0.1446477028
910	0.9960159363	0.1444111411
911	0.9957815796	0.1442320784
912	0.9957815796	0.1439915618
913	0.9960159363	0.1437328578
914	0.9960159363	0.1434713169
915	0.9957815796	0.1432432282
916	0.9957815796	0.1430064303
917	0.9960159363	0.1427914065
918	0.9960159363	0.1426315395
919	0.9960159363	0.1424303467
920	0.9957815796	0.1422213525
921	0.9960159363	0.1420070379
922	0.9957815796	0.1417881063
923	0.9960159363	0.1415352527
924	0.9960159363	0.1413185903
925	0.9960159363	0.1411091672
926	0.9960159363	0.1408947409
927	0.9960159363	0.1407052472
928	0.9964846496	0.1405072664
929	0.9964846496	0.1402981192
930	0.9964846496	0.1400769813
931	0.9964846496	0.1398928331
932	0.9964846496	0.139664486
933	0.9964846496	0.139451415
934	0.9964846496	0.1391654255
935	0.9964846496	0.1389533674
936	0.9964846496	0.138760126
937	0.9964846496	0.1385158656
938	0.9964846496	0.138338477
939	0.9964846496	0.1381246414
940	0.9964846496	0.1379416842
941	0.9964846496	0.1377435486
942	0.9964846496	0.1374603453
943	0.9964846496	0.1372530177
944	0.9964846496	0.1370401308
945	0.9964846496	0.1368579256
946	0.9964846496	0.1365799023
947	0.9964846496	0.1364136309
948	0.9964846496	0.1362379096
949	0.9964846496	0.1360194702
950	0.9964846496	0.1357989051
951	0.9964846496	0.1355803944
952	0.9964846496	0.1354059161
953	0.9964846496	0.1352298512
954	0.9964846496	0.1350488145
955	0.9964846496	0.134820149
956	0.9964846496	0.1346281662
957	0.9964846496	0.1344202096
958	0.9964846496	0.1341867035
959	0.9964846496	0.1339486148
960	0.9964846496	0.1336771216
961	0.9964846496	0.1334410121
962	0.9964846496	0.1332733235
963	0.9964846496	0.1330162647
964	0.9964846496	0.1329086135
965	0.9964846496	0.1327438231
966	0.9964846496	0.1325830552
967	0.9964846496	0.1324346237
968	0.9967190063	0.1321961776
969	0.9967190063	0.1320307595
970	0.9964846496	0.1318364971
971	0.9964846496	0.1316341326
972	0.9964846496	0.1314870254
973	0.9964846496	0.1312440367
974	0.9964846496	0.1310596056
975	0.9964846496	0.1308893195
976	0.9964846496	0.1306675583
977	0.9964846496	0.1305422069
978	0.9964846496	0.1303844773
979	0.9964846496	0.1301908023
980	0.9964846496	0.1300662065
981	0.9964846496	0.1299176864
982	0.9964846496	0.1297492315
983	0.9964846496	0.1295054793
984	0.9962502929	0.1293293405
985	0.9962502929	0.1291441438
986	0.9962502929	0.128975756
987	0.9964846496	0.1288253644
988	0.9962502929	0.1285965581
989	0.9964846496	0.1284080136
990	0.9964846496	0.1281831009
991	0.9964846496	0.128033261
992	0.9964846496	0.1278517694
993	0.9964846496	0.1277179826
994	0.9964846496	0.1274748335
995	0.9964846496	0.1273306429
996	0.9964846496	0.1271372594
997	0.9964846496	0.1269207157
998	0.9964846496	0.1267644947
999	0.9964846496	0.1265807196
